Brand,Usage_Type,CPU_Brand,GPU_Brand,GPU_Model,CPU_Cores,CPU_Frequency_GHz,RAM_GB,Storage_GB,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Screen_Size,Price_CNY
MSI,Gaming,Intel,AMD,RTX 3070,12,3.93,32,1024,3240,3000,6240,4199.73,1.49,14.6,30448
Dell,Gaming,Apple,Intel,RTX 3080,12,3.69,4,256,4932,3800,8732,5283.61,1.65,14.8,38306
Apple,Gaming,AMD,AMD,RX 6600,8,1.59,4,512,4000,2000,6000,3634.92,1.65,15.6,26353
HP,Gaming,Apple,Intel,RX 6700,8,1.9,64,128,3664,2800,6464,4320.45,1.5,17.2,31323
Asus,Gaming,Intel,AMD,RX 6700,12,3.08,8,256,2628,2800,5428,3539.86,1.53,17.6,25664
MSI,Gaming,Apple,Intel,RX 6700,6,3.75,64,256,2904,2800,5704,3993.35,1.43,14.3,28952
Lenovo,Gaming,Intel,Intel,RTX 3070,16,3.42,8,2048,5056,3000,8056,4971.32,1.62,17.5,36042
HP,Gaming,Apple,Intel,RX 6600,12,2.65,8,1024,6276,2000,8276,4864.49,1.7,16.8,35268
Apple,Gaming,Intel,Intel,RTX 3080,12,1.82,32,2048,5076,3800,8876,5752.49,1.54,14.6,41706
MSI,Gaming,AMD,NVIDIA,RX 6600,12,3.13,32,256,4092,2000,6092,3714.48,1.64,14.2,26930
Acer,Gaming,Apple,Intel,RTX 3070,16,2.08,16,128,7200,3000,10200,6064.52,1.68,15.8,43968
Asus,Gaming,AMD,AMD,RTX 3080,4,1.19,64,512,1639,3800,5439,3974.47,1.37,17.0,28815
HP,Gaming,Apple,Intel,RTX 3080,6,2.68,64,128,1812,3800,5612,4065.89,1.38,15.5,29478
Apple,Gaming,AMD,Intel,RTX 3080,8,3.0,16,1024,3176,3800,6976,4723.53,1.48,15.7,34246
HP,Gaming,Intel,NVIDIA,RX 6700,16,2.75,64,2048,7056,2800,9856,6094.08,1.62,15.6,44182
Lenovo,Gaming,AMD,AMD,RX 6700,6,1.18,32,2048,3270,2800,6070,4036.93,1.5,17.1,29268
Acer,Gaming,AMD,NVIDIA,RTX 3080,6,2.08,64,1024,2346,3800,6146,4352.3,1.41,15.0,31554
Asus,Gaming,AMD,AMD,RTX 3060,12,3.33,64,256,2868,2200,5068,3512.74,1.44,15.5,25467
Asus,Gaming,Intel,Intel,RX 6600,16,1.03,32,256,7808,2000,9808,5641.83,1.74,14.9,40903
Lenovo,Gaming,AMD,NVIDIA,RX 6700,6,2.71,4,128,2346,2800,5146,3447.9,1.49,17.4,24997
Apple,Gaming,AMD,NVIDIA,RTX 3080,12,1.17,8,512,3132,3800,6932,4498.06,1.54,16.1,32611
Acer,Gaming,Intel,AMD,RTX 3080,12,1.28,16,512,3516,3800,7316,4771.06,1.53,15.8,34590
Dell,Gaming,AMD,NVIDIA,RTX 3060,16,2.56,4,256,4768,2200,6968,4102.36,1.7,18.0,29742
Dell,Gaming,Apple,NVIDIA,RTX 3050,12,3.69,16,1024,5700,1500,7200,4322.13,1.67,17.2,31335
Apple,Gaming,AMD,Intel,RX 6700,8,2.57,4,512,3472,2800,6272,3944.22,1.59,16.4,28596
Acer,Gaming,AMD,Intel,RTX 3080,6,2.87,4,1024,1860,3800,5660,3923.42,1.44,17.5,28445
Dell,Gaming,AMD,Intel,RX 6700,16,2.38,16,512,7872,2800,10672,6294.01,1.7,13.5,45632
Dell,Gaming,Intel,Intel,RTX 3050,16,3.11,64,128,4416,1500,5916,3757.8,1.57,14.6,27244
Asus,Gaming,Intel,Intel,RX 6600,16,1.45,32,128,8176,2000,10176,5907.24,1.72,15.6,42827
MSI,Gaming,Apple,AMD,RTX 3070,6,1.29,4,128,2652,3000,5652,3555.83,1.59,16.2,25780
Acer,Gaming,AMD,Intel,RTX 3060,16,3.62,64,256,3615,2200,5815,3873.56,1.5,14.4,28083
HP,Gaming,AMD,AMD,RTX 3080,6,2.03,32,256,3132,3800,6932,4595.77,1.51,15.5,33319
MSI,Gaming,Intel,NVIDIA,RTX 3050,16,2.61,4,128,6431,1500,7931,4464.21,1.78,17.6,32366
Dell,Gaming,AMD,NVIDIA,RTX 3080,6,2.42,8,512,2520,3800,6320,4257.09,1.48,17.2,30864
Acer,Gaming,Intel,AMD,RTX 3080,12,1.37,4,2048,2940,3800,6740,4508.56,1.49,16.8,32687
Acer,Gaming,AMD,NVIDIA,RX 6600,6,2.48,8,128,3042,2000,5042,3135.79,1.61,15.7,22734
Acer,Gaming,AMD,Intel,RTX 3080,16,3.11,32,128,5808,3800,9608,5920.49,1.62,17.0,42924
MSI,Gaming,Apple,AMD,RX 6600,8,1.67,32,256,3040,2000,5040,3371.3,1.49,14.7,24442
HP,Gaming,Intel,AMD,RTX 3080,6,3.7,64,2048,2898,3800,6698,4815.25,1.39,15.6,34911
Asus,Gaming,Apple,NVIDIA,RTX 3070,6,1.14,64,128,2861,3000,5861,4131.58,1.42,15.2,29954
Apple,Gaming,Intel,Intel,RTX 3080,8,2.13,32,256,2904,3800,6704,4588.39,1.46,15.9,33266
Lenovo,Gaming,AMD,Intel,Iris Xe,16,3.65,16,256,7120,900,8020,4378.59,1.83,16.5,31745
Acer,Gaming,Intel,NVIDIA,RX 6600,16,2.8,16,2048,5136,2000,7136,4400.53,1.62,15.4,31904
Apple,Gaming,AMD,Intel,RX 6700,16,2.72,32,512,7776,2800,10576,6347.25,1.67,13.9,46018
Lenovo,Gaming,Intel,Intel,RTX 3080,12,2.39,8,512,4104,3800,7904,5084.81,1.55,18.0,36865
MSI,Gaming,Intel,AMD,RTX 3050,16,1.7,16,1024,7152,1500,8652,4926.51,1.76,14.3,35717
Asus,Gaming,Apple,NVIDIA,RTX 3070,8,2.08,64,256,2456,3000,5456,3769.76,1.45,15.9,27331
Dell,Gaming,Apple,NVIDIA,RTX 3070,8,2.01,64,1024,2248,3000,5248,3786.55,1.39,15.8,27452
Acer,Gaming,Intel,NVIDIA,RX 6700,12,1.69,8,1024,2676,2800,5476,3721.95,1.47,15.0,26984
Asus,Gaming,Intel,NVIDIA,RTX 3060,12,3.74,16,2048,3840,2200,6040,4014.74,1.5,16.1,29107
HP,Gaming,Intel,Intel,RTX 3080,16,3.43,16,128,8496,3800,12296,7212.36,1.7,13.4,52290
Apple,Gaming,Intel,AMD,RTX 3060,8,1.05,32,2048,4192,2200,6392,4060.24,1.57,14.4,29437
Acer,Gaming,Intel,AMD,RX 6700,6,2.65,16,512,3138,2800,5938,3828.87,1.55,14.9,27759
Lenovo,Gaming,Intel,Intel,RTX 3060,8,3.26,16,2048,3000,2200,5200,3494.07,1.49,16.5,25332
MSI,Gaming,Apple,AMD,RTX 3060,8,2.5,8,1024,3447,2200,5647,3488.15,1.62,18.0,25289
Lenovo,Gaming,AMD,Intel,RX 6700,8,1.2,4,2048,2848,2800,5648,3816.18,1.48,15.4,27667
Asus,Gaming,Apple,Intel,RX 6600,16,1.32,64,128,7568,2000,9568,5682.3,1.68,17.4,41197
MSI,Gaming,Apple,AMD,Iris Xe,12,2.64,8,2048,5328,900,6228,3835.98,1.62,15.1,27811
Asus,Gaming,AMD,AMD,RX 6600,16,1.17,32,512,5568,2000,7568,4485.51,1.69,15.1,32520
Lenovo,Gaming,AMD,NVIDIA,RTX 3070,12,1.35,32,256,3996,3000,6996,4536.47,1.54,17.4,32889
Apple,Gaming,AMD,NVIDIA,RTX 3080,16,2.51,64,128,5040,3800,8840,5667.74,1.56,17.2,41091
MSI,Gaming,Apple,AMD,RTX 3080,4,3.08,32,512,1788,3800,5588,3918.35,1.43,15.4,28408
HP,Gaming,AMD,AMD,RTX 3080,12,2.77,64,128,3720,3800,7520,5066.86,1.48,15.6,36735
Dell,Gaming,Apple,NVIDIA,RX 6700,8,1.49,64,512,3064,2800,5864,4137.19,1.42,16.0,29995
Apple,Gaming,AMD,AMD,RTX 3060,12,1.5,8,2048,5928,2200,8128,4942.32,1.64,14.9,35832
Acer,Gaming,Apple,NVIDIA,RX 6700,12,3.03,4,256,3276,2800,6076,3821.77,1.59,16.0,27708
MSI,Gaming,Intel,Intel,RX 6700,8,1.46,16,512,4184,2800,6984,4384.21,1.59,15.6,31786
Apple,Gaming,Apple,Intel,RTX 3070,8,1.89,64,1024,2864,3000,5864,4160.43,1.41,16.2,30163
HP,Gaming,AMD,NVIDIA,RX 6600,12,3.14,16,2048,4823,2000,6823,4280.45,1.59,18.0,31033
Dell,Gaming,AMD,AMD,RTX 3080,16,2.57,4,128,6048,3800,9848,5819.44,1.69,14.7,42191
Apple,Gaming,Intel,Intel,RTX 3080,6,2.8,8,256,2892,3800,6692,4364.74,1.53,17.8,31644
Dell,Gaming,Intel,AMD,RTX 3070,12,1.81,16,512,6540,3000,9540,5801.08,1.64,14.6,42058
MSI,Gaming,Intel,NVIDIA,RX 6700,6,2.65,4,128,2364,2800,5164,3404.09,1.52,15.5,24680
MSI,Gaming,Apple,NVIDIA,RTX 3080,6,1.9,4,1024,2994,3800,6794,4525.99,1.5,16.3,32813
Apple,Gaming,AMD,Intel,RTX 3070,8,2.82,4,256,3520,3000,6520,4091.73,1.59,17.7,29665
Dell,Gaming,Apple,NVIDIA,RX 6600,16,2.9,4,2048,4944,2000,6944,4373.37,1.59,16.1,31707
Acer,Gaming,Apple,NVIDIA,Iris Xe,12,1.8,64,256,5088,900,5988,3790.25,1.58,16.3,27479
Lenovo,Gaming,AMD,Intel,RTX 3070,8,2.7,32,2048,2800,3000,5800,4155.7,1.4,15.8,30129
Dell,Gaming,AMD,Intel,RTX 3060,16,3.09,4,1024,5136,2200,7336,4392.52,1.67,15.7,31846
Asus,Gaming,Apple,Intel,RTX 3070,12,2.47,16,256,5867,3000,8867,5376.61,1.65,14.8,38980
Dell,Gaming,Apple,AMD,RX 6600,16,2.53,16,2048,3760,2000,5760,3762.62,1.53,17.0,27279
HP,Gaming,Apple,NVIDIA,RTX 3070,6,2.95,8,1024,2166,3000,5166,3426.31,1.51,16.0,24841
Acer,Gaming,Apple,NVIDIA,RTX 3060,16,3.82,4,1024,8000,2200,10200,5928.55,1.72,15.4,42982
Asus,Gaming,Intel,Intel,RTX 3060,12,3.62,32,2048,5844,2200,8044,4967.64,1.62,14.7,36015
Lenovo,Gaming,Apple,Intel,RTX 3080,4,2.75,64,256,1772,3800,5572,4144.94,1.34,15.5,30051
Apple,Gaming,AMD,Intel,RTX 3070,16,1.26,4,512,3200,3000,6200,3911.59,1.59,17.7,28359
HP,Gaming,Apple,Intel,RX 6700,16,1.69,32,512,7456,2800,10256,6093.81,1.68,15.1,44180
Acer,Gaming,Intel,NVIDIA,RTX 3080,6,1.5,64,128,3270,3800,7070,4812.85,1.47,15.4,34893
Lenovo,Gaming,Apple,AMD,RTX 3080,12,2.93,4,128,5676,3800,9476,5817.22,1.63,15.0,42175
MSI,Gaming,Apple,NVIDIA,RX 6600,12,3.63,16,512,6456,2000,8456,5041.05,1.68,16.4,36548
Acer,Gaming,Apple,Intel,RTX 3080,6,2.5,4,512,2088,3800,5888,3846.04,1.53,16.8,27884
Asus,Gaming,AMD,NVIDIA,RTX 3070,8,3.38,64,256,2864,3000,5864,4049.64,1.45,15.2,29360
HP,Gaming,Apple,AMD,Iris Xe,8,2.87,4,2048,4336,900,5236,3160.01,1.66,14.2,22910
Apple,Gaming,Apple,Intel,RX 6700,6,1.13,32,128,3192,2800,5992,4022.22,1.49,14.1,29161
Acer,Gaming,AMD,Intel,RTX 3080,12,3.0,32,1024,2436,3800,6236,4232.74,1.47,15.5,30687
Dell,Gaming,Apple,Intel,Iris Xe,16,1.19,64,128,4544,900,5444,3523.51,1.55,14.3,25545
Dell,Gaming,AMD,Intel,RTX 3080,12,2.72,8,2048,5220,3800,9020,5674.88,1.59,16.7,41143
Apple,Gaming,Intel,Intel,Iris Xe,16,3.77,8,128,6064,900,6964,4014.22,1.73,16.8,29103
HP,Gaming,Apple,AMD,RTX 3070,8,3.05,8,128,2448,3000,5448,3597.28,1.51,16.3,26080
Lenovo,Gaming,Intel,AMD,RTX 3060,12,3.87,8,512,6600,2200,8800,5060.3,1.74,15.4,36687
Lenovo,Gaming,Intel,NVIDIA,RTX 3060,12,1.7,32,512,4728,2200,6928,4263.49,1.62,16.9,30910
Apple,Gaming,Intel,AMD,RTX 3080,12,1.93,16,1024,2856,3800,6656,4538.95,1.47,15.8,32907
Acer,Gaming,AMD,NVIDIA,RX 6700,12,1.71,32,1024,4692,2800,7492,4761.03,1.57,14.8,34517
HP,Gaming,Intel,Intel,RTX 3060,16,1.3,4,512,7088,2200,9288,5398.5,1.72,16.2,39139
MSI,Gaming,Apple,AMD,RX 6600,12,1.38,8,128,5712,2000,7712,4589.44,1.68,17.8,33273
MSI,Gaming,Intel,AMD,RTX 3080,8,3.64,32,256,3288,3800,7088,4553.44,1.56,16.4,33012
Apple,Gaming,Intel,Intel,RTX 3050,8,1.35,8,512,3688,1500,5188,3225.04,1.61,16.3,23382
Lenovo,Gaming,Apple,NVIDIA,Iris Xe,12,3.46,32,2048,5412,900,6312,3863.03,1.63,16.5,28007
Acer,Gaming,Apple,Intel,RTX 3070,12,1.23,64,128,4500,3000,7500,4895.82,1.53,15.6,35495
Acer,Gaming,Apple,NVIDIA,RTX 3070,8,1.85,8,2048,4248,3000,7248,4719.01,1.54,15.8,34213
Asus,Gaming,Apple,NVIDIA,RTX 3080,8,1.32,32,256,2096,3800,5896,4001.51,1.47,16.3,29011
MSI,Gaming,Intel,Intel,RTX 3080,6,1.53,4,256,2058,3800,5858,3793.87,1.54,15.1,27506
HP,Gaming,AMD,NVIDIA,RX 6600,12,3.82,4,512,5736,2000,7736,4476.41,1.73,16.0,32454
Asus,Gaming,Apple,NVIDIA,RTX 3060,16,3.52,8,2048,3792,2200,5992,3761.88,1.59,16.1,27274
Asus,Gaming,Apple,AMD,Iris Xe,16,3.58,32,1024,4464,900,5364,3383.45,1.59,15.9,24530
Apple,Gaming,Apple,AMD,RTX 3080,6,1.91,4,128,1446,3800,5246,3516.75,1.49,13.4,25496
Dell,Gaming,Apple,AMD,RTX 3080,6,2.55,32,128,3216,3800,7016,4660.12,1.51,15.6,33786
Asus,Gaming,AMD,Intel,RTX 3050,8,1.56,16,2048,4000,1500,5500,3390.9,1.62,16.2,24584
Dell,Gaming,Intel,AMD,RTX 3080,12,1.35,8,512,4476,3800,8276,5139.43,1.61,14.1,37261
Asus,Gaming,AMD,NVIDIA,RX 6600,16,2.96,64,2048,4015,2000,6015,4027.97,1.49,14.7,29203
HP,Gaming,Apple,NVIDIA,RX 6700,16,1.82,8,1024,4047,2800,6847,4277.82,1.6,15.9,31014
MSI,Gaming,Apple,NVIDIA,RX 6700,16,2.39,64,256,4240,2800,7040,4619.79,1.52,16.6,33493
HP,Gaming,Apple,Intel,RTX 3060,6,1.72,16,1024,2898,2200,5098,3279.25,1.55,15.9,23775
Acer,Gaming,AMD,AMD,Iris Xe,16,2.46,8,512,6623,900,7523,4084.17,1.84,14.9,29610
Acer,Gaming,AMD,Intel,RX 6600,12,2.76,4,2048,6480,2000,8480,5086.08,1.67,16.0,36874
Lenovo,Gaming,Intel,Intel,RX 6700,8,3.09,32,1024,2640,2800,5440,3670.93,1.48,14.6,26614
Dell,Gaming,Apple,AMD,RTX 3070,16,1.79,4,128,5856,3000,8856,5149.03,1.72,15.6,37330
Asus,Gaming,Intel,AMD,RX 6700,16,2.33,64,2048,3200,2800,6000,4202.2,1.43,17.4,30466
Lenovo,Gaming,Intel,NVIDIA,RX 6600,16,1.69,4,128,6831,2000,8831,5073.95,1.74,16.0,36786
Dell,Gaming,AMD,Intel,RTX 3070,16,3.7,16,2048,7216,3000,10216,6272.66,1.63,17.2,45477
Apple,Gaming,Apple,Intel,RX 6600,16,1.06,4,128,7504,2000,9504,5240.08,1.81,15.1,37991
Apple,Gaming,AMD,NVIDIA,RTX 3080,12,3.18,4,128,2568,3800,6368,4257.32,1.5,15.4,30866
Dell,Gaming,Apple,AMD,RTX 3080,8,3.23,8,512,3504,3800,7304,4689.64,1.56,15.4,34000
HP,Gaming,Intel,Intel,RX 6600,16,3.77,64,2048,4032,2000,6032,4006.78,1.51,16.0,29049
HP,Gaming,Apple,NVIDIA,RX 6700,8,1.79,4,256,3128,2800,5928,3736.99,1.59,15.6,27093
MSI,Gaming,Apple,Intel,RTX 3060,16,2.28,32,512,4192,2200,6392,3902.35,1.64,14.7,28292
Apple,Gaming,Apple,NVIDIA,RX 6700,16,2.42,8,256,4928,2800,7728,4581.83,1.69,16.0,33218
Lenovo,Gaming,Apple,NVIDIA,RTX 3080,12,1.58,8,256,6180,3800,9980,5906.58,1.69,15.1,42823
Lenovo,Gaming,Intel,Intel,RTX 3060,12,1.29,4,256,5232,2200,7432,4417.86,1.68,15.3,32029
Asus,Gaming,Intel,Intel,RTX 3060,12,2.41,64,128,5076,2200,7276,4595.45,1.58,16.5,33317
Lenovo,Gaming,Apple,AMD,RX 6700,12,1.84,32,256,3924,2800,6724,4272.34,1.57,14.9,30974
Asus,Gaming,AMD,AMD,RTX 3060,8,1.5,32,128,3711,2200,5911,3788.16,1.56,17.1,27464
MSI,Gaming,AMD,AMD,RTX 3080,4,3.71,32,512,2064,3800,5864,4200.64,1.4,13.6,30455
Acer,Gaming,AMD,Intel,RTX 3070,8,1.72,8,1024,2336,3000,5336,3667.86,1.45,18.0,26592
Lenovo,Gaming,Apple,AMD,RTX 3060,8,3.11,32,2048,4360,2200,6560,4377.71,1.5,16.5,31738
MSI,Gaming,AMD,AMD,RTX 3060,8,1.05,8,256,3768,2200,5968,3694.24,1.62,14.9,26783
Acer,Gaming,Intel,Intel,RX 6600,16,2.78,32,512,3600,2000,5600,3493.96,1.6,17.2,25331
Dell,Gaming,AMD,AMD,RTX 3070,16,2.0,16,512,5632,3000,8632,5194.04,1.66,16.0,37657
Apple,Gaming,Apple,AMD,RTX 3080,6,3.69,8,2048,1302,3800,5102,3827.38,1.33,16.0,27749
MSI,Gaming,Apple,Intel,RTX 3070,16,2.78,32,256,5712,3000,8712,5399.61,1.61,14.6,39147
Lenovo,Gaming,AMD,Intel,RTX 3070,6,3.77,8,1024,2184,3000,5184,3604.02,1.44,17.4,26129
Asus,Gaming,Apple,Intel,RTX 3080,12,3.51,4,128,2964,3800,6764,4387.53,1.54,15.4,31810
Acer,Gaming,Intel,AMD,RTX 3080,16,3.42,16,128,6304,3800,10104,5974.56,1.69,14.4,43316
Lenovo,Gaming,Intel,AMD,RX 6700,16,3.13,16,256,7536,2800,10336,5959.5,1.73,15.7,43206
HP,Gaming,AMD,NVIDIA,RTX 3060,12,1.03,4,1024,5976,2200,8176,4805.49,1.7,17.2,34840
HP,Gaming,Intel,AMD,RX 6700,16,3.02,8,256,6576,2800,9376,5601.59,1.67,13.2,40612
Apple,Gaming,Intel,Intel,RTX 3050,8,3.56,64,256,3976,1500,5476,3600.37,1.52,16.6,26103
Asus,Gaming,Apple,Intel,Iris Xe,16,1.13,32,128,6160,900,7060,4125.82,1.71,16.5,29912
Acer,Gaming,Apple,Intel,RX 6700,8,2.65,64,512,4312,2800,7112,4607.8,1.54,16.2,33407
MSI,Gaming,AMD,NVIDIA,Iris Xe,12,1.68,16,2048,4632,900,5532,3457.15,1.6,14.7,25064
MSI,Gaming,AMD,NVIDIA,RTX 3070,6,2.57,8,128,2460,3000,5460,3497.09,1.56,16.3,25354
Lenovo,Gaming,Intel,AMD,RX 6700,12,1.77,4,2048,3240,2800,6040,3996.9,1.51,14.7,28978
Acer,Gaming,Apple,Intel,Iris Xe,8,1.84,8,128,4352,900,5252,3007.44,1.75,14.9,21804
MSI,Gaming,Apple,NVIDIA,RTX 3060,6,1.83,16,1024,2808,2200,5008,3353.52,1.49,15.6,24313
Apple,Gaming,Intel,AMD,Iris Xe,12,3.42,8,128,6023,900,6923,3977.94,1.74,16.2,28840
Asus,Gaming,Intel,Intel,RTX 3070,6,1.73,4,256,3126,3000,6126,3879.11,1.58,16.3,28124
Apple,Gaming,Intel,Intel,RTX 3080,12,3.77,64,2048,4812,3800,8612,5783.27,1.49,15.7,41929
HP,Gaming,Intel,AMD,RX 6700,8,3.35,4,2048,2904,2800,5704,3922.62,1.45,15.7,28439
Apple,Gaming,Apple,Intel,RTX 3080,6,2.4,4,256,2658,3800,6458,4088.92,1.58,17.0,29645
Asus,Gaming,Apple,Intel,RTX 3060,16,1.86,16,512,7584,2200,9784,5729.43,1.71,17.1,41538
Dell,Gaming,Apple,NVIDIA,RX 6700,12,1.63,4,512,3516,2800,6316,4031.82,1.57,16.6,29231
Apple,Gaming,AMD,AMD,RTX 3070,8,3.98,4,128,3944,3000,6944,4164.97,1.67,16.5,30196
Acer,Gaming,Intel,Intel,RX 6600,12,2.56,32,512,6444,2000,8444,4897.98,1.72,17.6,35510
Apple,Gaming,AMD,Intel,RX 6700,6,2.52,8,2048,2454,2800,5254,3719.36,1.41,15.1,26965
HP,Gaming,Apple,NVIDIA,RX 6600,16,3.79,32,512,5936,2000,7936,4694.28,1.69,14.4,34034
Asus,Gaming,AMD,AMD,RTX 3080,8,3.74,64,256,3624,3800,7424,4963.92,1.5,17.2,35988
Dell,Gaming,AMD,AMD,RTX 3080,4,3.36,16,1024,1812,3800,5612,3908.72,1.44,16.7,28338
Asus,Gaming,AMD,AMD,RTX 3070,6,1.47,8,512,2202,3000,5202,3447.92,1.51,14.9,24997
Asus,Gaming,AMD,Intel,RTX 3080,6,2.37,16,256,1302,3800,5102,3596.07,1.42,16.1,26072
Acer,Gaming,Apple,AMD,RX 6600,12,3.06,16,128,5448,2000,7448,4349.67,1.71,17.3,31535
Lenovo,Gaming,AMD,AMD,RTX 3050,12,2.69,4,128,4632,1500,6132,3675.36,1.67,15.8,26646
MSI,Gaming,AMD,Intel,RX 6700,12,2.58,4,256,6588,2800,9388,5513.52,1.7,15.4,39973
Asus,Gaming,Intel,Intel,RTX 3070,6,3.33,32,1024,2910,3000,5910,3869.0,1.53,15.5,28050
Asus,Gaming,Apple,Intel,RTX 3080,12,3.94,64,128,4259,3800,8059,5356.2,1.5,13.4,38832
MSI,Gaming,Intel,Intel,Iris Xe,12,1.55,64,2048,5040,900,5940,3827.03,1.55,16.9,27746
Apple,Gaming,Apple,NVIDIA,RTX 3070,6,3.19,16,512,2586,3000,5586,3714.51,1.5,17.2,26930
Lenovo,Gaming,AMD,AMD,RTX 3080,8,3.14,16,256,3072,3800,6872,4561.66,1.51,13.3,33072
Acer,Gaming,AMD,NVIDIA,RX 6700,8,2.23,64,1024,2248,2800,5048,3767.86,1.34,15.7,27317
Lenovo,Gaming,AMD,Intel,RTX 3080,6,1.87,32,1024,1458,3800,5258,3770.73,1.39,17.7,27338
Lenovo,Gaming,Intel,Intel,RTX 3070,8,3.96,64,2048,2944,3000,5944,4305.9,1.38,16.6,31218
Apple,Gaming,Apple,AMD,RX 6700,12,3.71,4,1024,4632,2800,7432,4559.17,1.63,15.9,33054
MSI,Gaming,AMD,AMD,RTX 3060,12,3.03,16,2048,2856,2200,5056,3368.61,1.5,16.0,24422
Lenovo,Gaming,Apple,Intel,RTX 3070,12,3.13,32,2048,4956,3000,7956,5014.57,1.59,16.0,36356
Apple,Gaming,AMD,AMD,RTX 3070,8,2.07,16,512,2560,3000,5560,3581.88,1.55,16.7,25969
Acer,Gaming,Intel,NVIDIA,Iris Xe,16,3.32,4,1024,4816,900,5716,3297.55,1.73,16.1,23907
Apple,Gaming,Apple,NVIDIA,RX 6700,8,2.02,64,128,4328,2800,7128,4593.71,1.55,17.4,33304
HP,Gaming,Apple,Intel,RX 6600,12,2.85,4,128,3288,2000,5288,3370.78,1.57,16.2,24438
Apple,Gaming,Intel,AMD,RTX 3050,12,1.22,64,2048,5004,1500,6504,4347.33,1.5,13.5,31518
Lenovo,Gaming,Intel,NVIDIA,RTX 3060,8,3.11,64,128,3600,2200,5800,3742.18,1.55,16.9,27131
Asus,Gaming,AMD,AMD,RTX 3050,12,1.54,8,256,6456,1500,7956,4523.19,1.76,16.0,32793
Dell,Gaming,Apple,AMD,RTX 3080,12,1.37,64,2048,2616,3800,6416,4597.3,1.4,15.0,33330
MSI,Gaming,AMD,NVIDIA,RTX 3060,12,2.44,4,2048,6288,2200,8488,5105.59,1.66,14.9,37016
Acer,Gaming,AMD,Intel,RX 6700,16,1.79,32,2048,3632,2800,6432,4359.04,1.48,17.2,31603
MSI,Gaming,Apple,NVIDIA,RTX 3060,12,3.39,16,256,3011,2200,5211,3432.96,1.52,16.8,24889
Apple,Gaming,AMD,NVIDIA,RTX 3080,6,3.54,32,256,3060,3800,6860,4597.34,1.49,14.8,33331
Asus,Gaming,Apple,NVIDIA,RTX 3070,12,2.72,4,128,5136,3000,8136,4813.34,1.69,16.2,34897
Acer,Gaming,AMD,AMD,Iris Xe,16,1.2,16,256,8368,900,9268,5071.41,1.83,17.2,36768
Acer,Gaming,Intel,AMD,RTX 3070,8,1.73,64,1024,3479,3000,6479,4475.65,1.45,15.3,32448
Asus,Gaming,Intel,AMD,RTX 3080,12,1.06,8,2048,5580,3800,9380,5788.44,1.62,17.7,41966
Asus,Gaming,Intel,Intel,RTX 3060,16,1.28,8,512,6160,2200,8360,4882.31,1.71,15.3,35397
Lenovo,Gaming,Apple,NVIDIA,RTX 3070,12,1.07,16,256,3876,3000,6876,4260.48,1.61,15.2,30888
Lenovo,Gaming,Apple,NVIDIA,RTX 3080,8,3.15,16,256,3320,3800,7120,4626.18,1.54,15.6,33540
Apple,Gaming,Apple,NVIDIA,RTX 3070,8,1.36,16,128,3728,3000,6728,4272.21,1.57,14.7,30974
Asus,Gaming,AMD,Intel,RTX 3060,12,1.07,16,128,3851,2200,6051,3641.79,1.66,16.1,26403
Asus,Gaming,AMD,Intel,Iris Xe,16,1.16,32,256,8464,900,9364,5201.9,1.8,15.9,37714
Dell,Gaming,Intel,AMD,RTX 3070,8,1.27,16,512,4136,3000,7136,4359.82,1.64,16.7,31609
MSI,Gaming,AMD,Intel,RTX 3070,16,2.23,16,1024,7600,3000,10600,6179.97,1.72,16.9,44805
Apple,Gaming,AMD,NVIDIA,RTX 3070,16,1.34,32,1024,5056,3000,8056,5038.92,1.6,16.2,36532
Dell,Gaming,AMD,NVIDIA,RX 6600,6,2.37,8,512,3186,2000,5186,3219.09,1.61,17.2,23338
Lenovo,Gaming,AMD,AMD,RTX 3070,8,2.87,4,512,4384,3000,7384,4467.51,1.65,16.9,32389
Apple,Gaming,Apple,Intel,Iris Xe,16,1.88,16,1024,5616,900,6516,3918.09,1.66,15.7,28406
Dell,Gaming,AMD,Intel,RX 6700,12,2.05,16,1024,4116,2800,6916,4305.57,1.61,16.6,31215
Asus,Gaming,Apple,AMD,RTX 3050,8,1.19,8,1024,4047,1500,5547,3388.46,1.64,14.9,24566
HP,Gaming,Apple,AMD,RTX 3080,16,3.95,16,2048,3664,3800,7464,4831.81,1.54,17.1,35031
Dell,Gaming,Intel,NVIDIA,RX 6600,8,3.43,32,512,4072,2000,6072,3874.49,1.57,16.3,28090
HP,Gaming,AMD,AMD,RTX 3080,6,2.07,16,2048,1302,3800,5102,3809.3,1.34,16.2,27617
Acer,Gaming,Apple,AMD,RTX 3050,8,3.25,8,1024,4152,1500,5652,3538.98,1.6,15.3,25658
Dell,Gaming,Apple,NVIDIA,RTX 3080,16,1.21,16,1024,5472,3800,9272,5729.56,1.62,14.4,41539
Apple,Gaming,AMD,NVIDIA,RTX 3070,6,2.92,16,512,2352,3000,5352,3658.62,1.46,15.2,26525
HP,Gaming,AMD,Intel,RTX 3080,8,3.76,16,256,1968,3800,5768,3873.76,1.49,16.1,28085
