Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio
HP,Gaming,AMD,12,3.3,AMD,AMD Radeon,32,512.0,16.0,3934,10638,7956,2196,3.62
Acer,Student,AMD,4,2.0,Intel,Intel UHD,16,256.0,15.6,811,878,851,679,1.25
Dell,Gaming,AMD,16,5.4,NVIDIA,NVIDIA GeForce,32,512.0,14.0,8669,10733,9908,2864,3.46
Razer,Professional,AMD,6,3.5,NVIDIA,NVIDIA RTX,32,1024.0,16.0,2096,2637,2421,2445,0.99
Razer,Professional,AMD,8,3.4,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,2706,1991,2277,2236,1.02
HP,Basic,AMD,4,2.4,Intel,Intel UHD,8,512.0,15.6,954,364,600,258,2.33
Lenovo,Gaming,Intel,12,4.5,NVIDIA,NVIDIA GeForce,16,512.0,15.6,5411,5216,5294,3648,1.45
HP,Student,Intel,4,3.4,Intel,Intel Iris Xe,8,256.0,17.3,1372,546,876,509,1.72
Lenovo,Student,Intel,4,2.7,AMD,AMD Radeon,8,512.0,15.6,1063,1129,1102,532,2.07
HP,Basic,Intel,4,2.0,AMD,AMD Radeon,4,512.0,16.0,781,710,738,258,2.86
Dell,Gaming,AMD,12,4.9,NVIDIA,NVIDIA GeForce,16,2048.0,13.3,5884,9472,8037,1530,5.25
HP,Basic,Intel,4,1.8,AMD,AMD Radeon,4,256.0,15.6,714,233,425,450,0.94
Dell,Professional,AMD,6,3.4,AMD,AMD Radeon,16,512.0,13.3,2015,1999,2005,1264,1.59
HP,Professional,AMD,8,4.0,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,3176,1632,2250,1375,1.64
Lenovo,Basic,Intel,2,1.9,Intel,Intel UHD,4,256.0,14.0,377,646,539,291,1.85
ASUS,Gaming,Intel,16,4.0,NVIDIA,NVIDIA RTX,16,1024.0,16.0,6392,13256,10511,3760,2.8
Lenovo,Gaming,Intel,8,3.2,AMD,AMD Radeon,16,1024.0,14.0,2537,8618,6186,1059,5.84
HP,Professional,AMD,8,4.3,AMD,AMD Radeon,16,1024.0,16.0,3431,3404,3415,1514,2.26
ASUS,Basic,AMD,4,2.0,AMD,AMD Radeon,4,128.0,13.3,807,352,534,381,1.4
Apple,Gaming,Intel,8,3.1,NVIDIA,NVIDIA GeForce,32,2048.0,14.0,2450,14903,9922,3539,2.8
Dell,Gaming,Intel,8,5.4,AMD,AMD Radeon,32,512.0,16.0,4285,7913,6462,2148,3.01
ASUS,Basic,AMD,2,2.4,AMD,AMD Radeon,4,128.0,15.6,474,677,596,318,1.87
Lenovo,Basic,Intel,4,1.7,Intel,Intel UHD,4,256.0,13.3,668,674,672,228,2.95
Razer,Basic,Intel,2,2.3,Intel,Intel UHD,4,512.0,15.6,452,354,393,395,0.99
Dell,Professional,Intel,6,3.6,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2189,3813,3163,2392,1.32
Lenovo,Gaming,Intel,12,4.1,NVIDIA,NVIDIA RTX,16,512.0,14.0,4873,6865,6068,1963,3.09
Lenovo,Student,AMD,4,2.1,AMD,AMD Radeon,16,512.0,17.3,821,798,807,542,1.49
HP,Gaming,AMD,16,4.7,AMD,AMD Radeon,16,2048.0,15.6,7489,13935,11357,2320,4.9
Acer,Gaming,Intel,8,3.5,NVIDIA,NVIDIA GeForce,32,512.0,16.0,2778,8802,6392,3633,1.76
HP,Professional,Intel,6,4.4,NVIDIA,NVIDIA GeForce,32,512.0,14.0,2657,1176,1768,1552,1.14
HP,Gaming,AMD,12,4.9,NVIDIA,NVIDIA GeForce,32,512.0,15.6,5906,8849,7672,3282,2.34
Lenovo,Gaming,AMD,16,5.4,NVIDIA,NVIDIA GeForce,16,2048.0,15.6,8582,10939,9997,3908,2.56
HP,Student,Intel,4,2.3,Intel,Intel Iris Xe,16,512.0,13.3,925,553,702,428,1.64
ASUS,Basic,Intel,2,2.1,Intel,Intel UHD,8,128.0,14.0,412,742,610,290,2.1
Acer,Basic,Intel,2,2.8,AMD,AMD Radeon,4,128.0,15.6,552,596,579,409,1.42
Lenovo,Student,AMD,6,2.9,AMD,AMD Radeon,16,512.0,16.0,1713,1107,1349,754,1.79
HP,Professional,AMD,6,2.7,AMD,AMD Radeon,16,512.0,15.6,1602,3268,2602,1180,2.21
Lenovo,Basic,Intel,2,1.7,Intel,Intel UHD,8,256.0,15.6,341,753,588,534,1.1
Lenovo,Basic,Intel,4,1.7,AMD,AMD Radeon,4,256.0,14.0,692,440,541,475,1.14
Acer,Gaming,AMD,8,3.8,AMD,AMD Radeon,32,512.0,17.3,3023,12362,8626,2104,4.1
HP,Student,Intel,6,2.7,AMD,AMD Radeon,8,512.0,14.0,1647,956,1232,698,1.77
HP,Professional,Intel,6,3.0,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,1800,2191,2035,1499,1.36
Lenovo,Gaming,Intel,12,3.0,AMD,AMD Radeon,32,1024.0,13.3,3600,11203,8162,3017,2.71
Lenovo,Student,Intel,6,3.0,AMD,AMD Radeon,8,256.0,16.0,1774,1450,1580,477,3.31
Acer,Student,Intel,6,2.7,AMD,AMD Radeon,8,256.0,15.6,1590,734,1077,856,1.26
Dell,Student,Intel,6,2.8,AMD,AMD Radeon,8,512.0,13.3,1681,668,1073,381,2.82
Dell,Professional,Intel,8,2.8,NVIDIA,NVIDIA RTX,16,512.0,14.0,2265,1377,1733,1535,1.13
Acer,Basic,Intel,4,2.5,AMD,AMD Radeon,4,128.0,16.0,996,505,701,288,2.43
Dell,Student,Intel,6,3.1,Intel,Intel Iris Xe,8,256.0,16.0,1870,737,1191,628,1.9
Lenovo,Student,Intel,6,2.9,Intel,Intel Iris Xe,8,512.0,16.0,1727,1337,1493,886,1.69
HP,Student,AMD,4,2.1,AMD,AMD Radeon,16,512.0,14.0,832,841,837,437,1.92
HP,Gaming,AMD,8,3.6,AMD,AMD Radeon,16,1024.0,14.0,2882,7733,5793,3398,1.7
ASUS,Gaming,Intel,8,3.7,AMD,AMD Radeon,32,512.0,14.0,2964,8292,6161,2400,2.57
Dell,Gaming,AMD,12,4.9,AMD,AMD Radeon,32,1024.0,14.0,5873,6500,6249,2017,3.1
Acer,Gaming,AMD,12,5.5,AMD,AMD Radeon,32,512.0,16.0,6584,11139,9317,2042,4.56
HP,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,14.0,343,228,274,300,0.91
Lenovo,Gaming,Intel,8,5.2,NVIDIA,NVIDIA GeForce,32,2048.0,13.3,4179,9398,7311,3262,2.24
Dell,Professional,Intel,6,3.7,NVIDIA,NVIDIA RTX,32,512.0,16.0,2208,3229,2821,1937,1.46
Lenovo,Gaming,Intel,8,4.6,AMD,AMD Radeon,16,1024.0,14.0,3716,5429,4744,1626,2.92
Lenovo,Basic,Intel,4,2.0,AMD,AMD Radeon,4,128.0,13.3,786,743,760,268,2.84
HP,Student,Intel,6,2.6,AMD,AMD Radeon,16,256.0,17.3,1571,1210,1354,877,1.54
Lenovo,Student,Intel,4,2.2,Intel,Intel Iris Xe,8,512.0,13.3,871,1177,1055,921,1.15
Lenovo,Basic,Intel,2,1.7,AMD,AMD Radeon,8,256.0,15.6,345,705,561,305,1.84
Dell,Basic,Intel,4,2.7,AMD,AMD Radeon,4,256.0,14.0,1078,644,817,447,1.83
Dell,Professional,Intel,8,2.8,NVIDIA,NVIDIA GeForce,16,512.0,13.3,2210,3400,2924,1231,2.38
Dell,Student,Intel,4,3.3,Intel,Intel Iris Xe,8,256.0,15.6,1305,1373,1346,842,1.6
Lenovo,Student,Intel,4,2.4,AMD,AMD Radeon,16,512.0,15.6,973,1295,1166,711,1.64
HP,Student,AMD,6,3.3,AMD,AMD Radeon,8,512.0,14.0,1964,693,1201,799,1.5
Dell,Basic,Intel,2,1.9,Intel,Intel UHD,4,128.0,15.6,389,289,329,469,0.7
MSI,Professional,AMD,6,4.0,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2372,1028,1566,1584,0.99
Razer,Basic,Intel,2,2.1,AMD,AMD Radeon,8,512.0,13.3,428,499,471,429,1.1
Apple,Student,AMD,6,2.2,Intel,Intel Iris Xe,8,512.0,15.6,1298,1449,1389,919,1.51
HP,Basic,AMD,2,2.4,AMD,AMD Radeon,8,256.0,17.3,473,778,656,198,3.31
Lenovo,Gaming,Intel,8,4.7,AMD,AMD Radeon,16,2048.0,15.6,3725,13191,9404,1603,5.87
HP,Basic,Intel,4,2.3,Intel,Intel Iris Xe,4,128.0,15.6,923,796,846,252,3.36
Lenovo,Gaming,AMD,8,3.3,AMD,AMD Radeon,32,1024.0,13.3,2670,6870,5190,1045,4.97
Acer,Gaming,Intel,8,4.9,NVIDIA,NVIDIA RTX,16,1024.0,17.3,3944,13230,9516,3705,2.57
Lenovo,Student,Intel,6,2.3,AMD,AMD Radeon,8,256.0,15.6,1377,1458,1425,818,1.74
Lenovo,Student,Intel,4,2.2,Intel,Intel Iris Xe,8,512.0,17.3,898,1167,1059,475,2.23
Acer,Professional,Intel,8,4.0,NVIDIA,NVIDIA RTX,32,1024.0,14.0,3171,3287,3241,1804,1.8
Lenovo,Basic,AMD,4,2.4,Intel,Intel UHD,4,512.0,13.3,949,259,535,396,1.35
HP,Student,AMD,4,3.3,Intel,Intel Iris Xe,16,512.0,14.0,1306,1234,1262,879,1.44
HP,Gaming,AMD,16,4.7,NVIDIA,NVIDIA RTX,16,512.0,17.3,7478,14645,11778,1421,8.29
HP,Student,Intel,6,3.0,Intel,Intel UHD,16,512.0,15.6,1774,564,1048,461,2.27
Dell,Gaming,Intel,16,5.4,NVIDIA,NVIDIA RTX,32,1024.0,13.3,8675,11250,10220,2810,3.64
Lenovo,Gaming,AMD,8,3.7,AMD,AMD Radeon,32,1024.0,14.0,2945,7745,5825,3695,1.58
ASUS,Basic,Intel,2,1.8,Intel,Intel UHD,8,256.0,13.3,356,280,311,299,1.04
Lenovo,Student,AMD,6,2.7,AMD,AMD Radeon,8,512.0,15.6,1620,951,1218,532,2.29
Apple,Student,AMD,6,3.5,Intel,Intel Iris Xe,16,256.0,14.0,2074,527,1146,735,1.56
Acer,Professional,Intel,12,4.1,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,4967,2889,3720,929,4.0
HP,Professional,Intel,6,4.2,NVIDIA,NVIDIA RTX,32,512.0,16.0,2510,3282,2973,1758,1.69
HP,Basic,Intel,4,2.6,AMD,AMD Radeon,4,256.0,15.6,1027,511,717,486,1.48
Apple,Basic,AMD,2,1.9,AMD,AMD Radeon,4,128.0,13.3,387,335,356,393,0.91
Dell,Professional,Intel,6,3.7,AMD,AMD Radeon,16,512.0,15.6,2246,1317,1689,1847,0.91
MSI,Professional,AMD,8,2.9,AMD,AMD Radeon,16,512.0,14.0,2319,2338,2331,2086,1.12
Acer,Professional,AMD,8,3.7,AMD,AMD Radeon,16,1024.0,14.0,2948,3243,3125,2134,1.46
Lenovo,Basic,Intel,2,1.9,Intel,Intel Iris Xe,4,128.0,13.3,383,375,378,457,0.83
Dell,Basic,Intel,4,2.4,Intel,Intel Iris Xe,4,256.0,15.6,943,328,574,234,2.45
HP,Student,Intel,6,3.0,Intel,Intel UHD,8,512.0,14.0,1792,1238,1459,496,2.94
HP,Basic,Intel,2,2.1,Intel,Intel Iris Xe,8,128.0,14.0,429,593,527,445,1.18
HP,Basic,Intel,4,1.9,Intel,Intel Iris Xe,8,256.0,14.0,755,230,440,225,1.96
Acer,Basic,AMD,2,2.1,AMD,AMD Radeon,4,128.0,13.3,418,620,539,412,1.31
Dell,Professional,Intel,6,3.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,1958,2022,1997,1272,1.57
ASUS,Student,Intel,4,2.6,Intel,Intel Iris Xe,8,512.0,14.0,1043,1258,1172,680,1.72
Acer,Gaming,Intel,12,4.2,NVIDIA,NVIDIA RTX,32,2048.0,17.3,5084,6706,6057,1442,4.2
Lenovo,Gaming,Intel,12,3.7,NVIDIA,NVIDIA GeForce,32,512.0,15.6,4466,7803,6468,1132,5.71
HP,Professional,Intel,12,3.6,AMD,AMD Radeon,16,1024.0,17.3,4344,2517,3248,1033,3.14
ASUS,Gaming,Intel,16,3.6,NVIDIA,NVIDIA RTX,16,512.0,15.6,5750,14138,10783,2255,4.78
Apple,Gaming,Intel,8,4.9,AMD,AMD Radeon,16,1024.0,14.0,3935,11235,8315,1530,5.43
ASUS,Student,Intel,4,2.9,Intel,Intel Iris Xe,8,256.0,13.3,1166,1332,1266,527,2.4
ASUS,Student,Intel,6,2.7,Intel,Intel UHD,8,256.0,14.0,1644,801,1139,873,1.3
Lenovo,Gaming,Intel,12,4.5,NVIDIA,NVIDIA RTX,32,1024.0,13.3,5458,12858,9898,2413,4.1
Dell,Student,Intel,4,2.1,AMD,AMD Radeon,8,512.0,16.0,825,1272,1093,851,1.28
Lenovo,Student,Intel,4,3.2,AMD,AMD Radeon,16,512.0,17.3,1266,1096,1164,627,1.86
HP,Student,AMD,6,3.1,Intel,Intel UHD,8,256.0,14.0,1871,1070,1390,618,2.25
HP,Gaming,Intel,16,3.5,AMD,AMD Radeon,32,1024.0,16.0,5607,12182,9552,3018,3.17
Lenovo,Basic,Intel,2,2.8,Intel,Intel Iris Xe,4,128.0,16.0,556,381,451,220,2.05
Lenovo,Student,Intel,6,3.3,AMD,AMD Radeon,8,256.0,16.0,1975,991,1385,581,2.38
Razer,Student,Intel,6,3.4,Intel,Intel Iris Xe,8,512.0,14.0,2059,1325,1618,521,3.11
Razer,Professional,AMD,6,3.8,AMD,AMD Radeon,32,512.0,14.0,2281,3404,2955,1436,2.06
Acer,Professional,Intel,6,3.9,NVIDIA,NVIDIA GeForce,16,512.0,14.0,2317,2844,2633,2181,1.21
Acer,Gaming,Intel,16,4.3,NVIDIA,NVIDIA RTX,32,512.0,13.3,6912,5759,6220,1475,4.22
Dell,Student,Intel,6,3.1,AMD,AMD Radeon,8,512.0,14.0,1833,1381,1561,832,1.88
Dell,Professional,Intel,12,4.2,NVIDIA,NVIDIA RTX,16,1024.0,16.0,5005,1768,3063,921,3.33
HP,Gaming,Intel,8,4.4,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,3520,10054,7440,1468,5.07
Lenovo,Professional,AMD,6,3.7,AMD,AMD Radeon,16,512.0,15.6,2248,2080,2147,1889,1.14
Acer,Basic,Intel,4,2.4,AMD,AMD Radeon,8,512.0,16.0,977,417,641,276,2.32
Dell,Basic,AMD,2,2.6,Intel,Intel Iris Xe,4,512.0,13.3,513,400,445,344,1.29
ASUS,Gaming,Intel,12,3.8,AMD,AMD Radeon,32,1024.0,16.0,4619,5007,4852,3654,1.33
Dell,Gaming,Intel,8,4.2,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3386,10448,7623,1898,4.02
Lenovo,Professional,Intel,8,2.9,NVIDIA,NVIDIA RTX,16,1024.0,13.3,2341,1523,1850,786,2.35
ASUS,Gaming,Intel,12,4.5,NVIDIA,NVIDIA RTX,32,1024.0,14.0,5424,8713,7397,3527,2.1
Dell,Basic,AMD,2,1.7,AMD,AMD Radeon,4,128.0,13.3,335,223,268,491,0.55
Dell,Basic,Intel,4,2.2,AMD,AMD Radeon,4,128.0,15.6,891,413,604,482,1.25
ASUS,Basic,AMD,2,1.8,Intel,Intel UHD,8,128.0,14.0,361,336,346,586,0.59
Dell,Basic,Intel,2,2.0,Intel,Intel Iris Xe,4,128.0,14.0,402,476,447,510,0.88
HP,Basic,Intel,4,2.3,Intel,Intel UHD,4,128.0,14.0,928,375,596,415,1.44
Acer,Student,AMD,6,2.7,Intel,Intel Iris Xe,8,512.0,17.3,1642,1397,1495,496,3.01
HP,Gaming,Intel,12,4.7,NVIDIA,NVIDIA RTX,16,1024.0,15.6,5676,11179,8978,3825,2.35
Dell,Basic,Intel,4,1.9,AMD,AMD Radeon,4,128.0,14.0,749,386,531,373,1.42
HP,Basic,AMD,4,2.0,AMD,AMD Radeon,4,256.0,16.0,800,752,771,387,1.99
Dell,Gaming,AMD,12,5.5,NVIDIA,NVIDIA GeForce,32,2048.0,15.6,6558,7162,6920,3324,2.08
Lenovo,Professional,Intel,6,2.9,NVIDIA,NVIDIA RTX,16,1024.0,13.3,1759,2671,2306,1276,1.81
MSI,Gaming,Intel,16,5.1,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,8213,6110,6951,1713,4.06
Apple,Student,Intel,4,2.4,Intel,Intel Iris Xe,8,512.0,15.6,959,1118,1055,672,1.57
Dell,Student,AMD,4,2.6,Intel,Intel Iris Xe,8,256.0,15.6,1057,1413,1270,806,1.58
Acer,Student,Intel,4,2.0,AMD,AMD Radeon,16,256.0,17.3,807,1336,1125,686,1.64
HP,Gaming,AMD,8,4.9,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,3918,13866,9887,1762,5.61
HP,Gaming,Intel,16,3.1,NVIDIA,NVIDIA RTX,16,2048.0,15.6,4908,5591,5318,1629,3.26
Acer,Basic,Intel,2,1.6,AMD,AMD Radeon,4,256.0,16.0,324,247,278,368,0.76
Dell,Professional,Intel,6,2.8,AMD,AMD Radeon,32,1024.0,13.3,1686,1569,1616,943,1.71
Dell,Basic,AMD,2,2.6,AMD,AMD Radeon,4,256.0,13.3,514,783,675,344,1.96
HP,Student,Intel,6,2.3,AMD,AMD Radeon,8,256.0,15.6,1372,884,1080,462,2.34
Acer,Student,AMD,6,3.2,AMD,AMD Radeon,16,512.0,15.6,1947,1105,1442,631,2.29
HP,Basic,Intel,2,2.0,AMD,AMD Radeon,8,512.0,13.3,396,415,408,446,0.91
MSI,Gaming,Intel,12,4.4,NVIDIA,NVIDIA GeForce,16,512.0,15.6,5296,10024,8133,1930,4.21
Razer,Professional,Intel,12,4.1,NVIDIA,NVIDIA GeForce,16,1024.0,13.3,4924,1022,2583,1408,1.83
Apple,Basic,AMD,4,2.0,Intel,Intel Iris Xe,8,128.0,16.0,788,593,671,290,2.31
HP,Basic,Intel,4,2.3,AMD,AMD Radeon,4,128.0,17.3,938,310,561,240,2.34
Apple,Basic,Intel,2,1.6,Intel,Intel Iris Xe,4,512.0,16.0,326,208,255,392,0.65
Dell,Student,Intel,4,3.3,AMD,AMD Radeon,16,256.0,13.3,1305,725,957,409,2.34
HP,Gaming,AMD,12,3.1,NVIDIA,NVIDIA GeForce,16,2048.0,15.6,3672,10539,7792,2270,3.43
Dell,Basic,AMD,4,2.6,AMD,AMD Radeon,4,512.0,13.3,1022,617,779,214,3.64
HP,Student,Intel,4,2.4,Intel,Intel UHD,8,256.0,14.0,972,1155,1082,518,2.09
Acer,Basic,Intel,4,1.9,Intel,Intel UHD,4,512.0,13.3,747,543,624,318,1.96
Razer,Basic,Intel,2,1.8,AMD,AMD Radeon,4,128.0,15.6,362,228,281,245,1.15
Apple,Student,Intel,6,2.7,Intel,Intel Iris Xe,8,512.0,14.0,1610,703,1066,480,2.22
HP,Student,Intel,4,2.7,AMD,AMD Radeon,8,512.0,17.3,1070,1483,1318,748,1.76
Dell,Student,AMD,4,2.4,Intel,Intel Iris Xe,8,512.0,13.3,945,716,808,882,0.92
ASUS,Student,Intel,6,2.1,AMD,AMD Radeon,8,512.0,15.6,1238,581,844,494,1.71
Lenovo,Basic,AMD,4,1.9,Intel,Intel UHD,4,512.0,15.6,759,431,563,444,1.27
Acer,Student,AMD,4,2.6,AMD,AMD Radeon,8,256.0,13.3,1050,889,953,428,2.23
Acer,Gaming,Intel,12,3.1,AMD,AMD Radeon,32,2048.0,15.6,3681,10139,7556,2658,2.84
HP,Student,Intel,6,3.1,Intel,Intel Iris Xe,8,512.0,14.0,1853,1239,1484,489,3.03
Acer,Student,Intel,4,2.4,Intel,Intel Iris Xe,16,256.0,16.0,955,1158,1076,832,1.29
Lenovo,Professional,AMD,6,3.7,AMD,AMD Radeon,32,512.0,15.6,2207,2515,2392,2255,1.06
Lenovo,Gaming,Intel,8,5.2,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,4188,11102,8337,3365,2.48
Dell,Professional,Intel,8,4.1,AMD,AMD Radeon,16,512.0,15.6,3268,1927,2463,1207,2.04
Lenovo,Basic,Intel,2,2.5,Intel,Intel UHD,4,256.0,15.6,496,368,419,396,1.06
Lenovo,Gaming,AMD,8,4.5,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3594,5261,4594,1097,4.19
MSI,Basic,Intel,2,2.7,Intel,Intel UHD,4,256.0,15.6,545,453,490,508,0.96
Acer,Student,Intel,4,2.6,Intel,Intel UHD,16,512.0,14.0,1024,888,942,830,1.13
HP,Professional,AMD,8,3.7,AMD,AMD Radeon,16,512.0,14.0,2972,1544,2115,1324,1.6
HP,Student,Intel,6,2.4,AMD,AMD Radeon,16,256.0,13.3,1418,1143,1253,788,1.59
Lenovo,Basic,Intel,2,2.6,AMD,AMD Radeon,4,128.0,15.6,512,616,575,200,2.88
ASUS,Student,AMD,4,3.2,AMD,AMD Radeon,16,512.0,15.6,1291,747,965,747,1.29
HP,Basic,AMD,4,1.8,Intel,Intel UHD,4,128.0,15.6,731,636,674,503,1.34
Lenovo,Basic,Intel,2,2.0,AMD,AMD Radeon,4,512.0,14.0,402,362,378,337,1.12
HP,Professional,AMD,6,3.5,AMD,AMD Radeon,32,512.0,13.3,2104,1875,1967,2201,0.89
Dell,Student,Intel,6,3.4,AMD,AMD Radeon,8,512.0,15.6,2023,1153,1501,467,3.21
Dell,Professional,Intel,6,2.6,AMD,AMD Radeon,32,512.0,14.0,1587,2951,2405,1418,1.7
Dell,Professional,Intel,12,4.2,NVIDIA,NVIDIA RTX,32,512.0,15.6,5048,2431,3478,1275,2.73
HP,Student,AMD,6,3.2,AMD,AMD Radeon,8,512.0,15.6,1912,830,1263,429,2.94
ASUS,Gaming,AMD,12,3.3,NVIDIA,NVIDIA GeForce,16,512.0,16.0,4010,11163,8302,1400,5.93
Razer,Gaming,Intel,8,4.4,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3496,11138,8081,2505,3.23
Acer,Professional,Intel,8,3.2,AMD,AMD Radeon,32,1024.0,17.3,2574,3716,3259,2498,1.3
Dell,Professional,AMD,6,3.6,AMD,AMD Radeon,16,1024.0,17.3,2181,1814,1961,1412,1.39
ASUS,Professional,Intel,8,3.6,NVIDIA,NVIDIA GeForce,32,512.0,14.0,2888,1711,2181,2339,0.93
ASUS,Professional,Intel,8,3.8,NVIDIA,NVIDIA GeForce,16,512.0,16.0,3007,1734,2243,1832,1.22
ASUS,Gaming,Intel,16,3.1,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,5002,13489,10094,1052,9.6
HP,Professional,Intel,8,4.4,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,3490,1087,2048,1975,1.04
Lenovo,Professional,AMD,12,3.1,AMD,AMD Radeon,32,512.0,15.6,3767,2826,3202,1480,2.16
ASUS,Gaming,AMD,8,3.7,NVIDIA,NVIDIA RTX,32,512.0,14.0,2976,13823,9485,3471,2.73
HP,Basic,Intel,2,1.8,Intel,Intel UHD,4,256.0,15.6,359,580,492,267,1.84
Dell,Gaming,Intel,12,3.7,AMD,AMD Radeon,32,512.0,13.3,4487,11840,8899,1910,4.66
Lenovo,Student,Intel,4,3.3,Intel,Intel UHD,16,512.0,17.3,1332,1066,1172,637,1.84
HP,Gaming,AMD,12,5.3,NVIDIA,NVIDIA RTX,16,1024.0,16.0,6417,11968,9747,1676,5.82
HP,Basic,AMD,2,1.8,Intel,Intel UHD,4,128.0,15.6,358,211,270,481,0.56
HP,Student,Intel,6,3.3,Intel,Intel Iris Xe,8,512.0,15.6,1970,678,1195,412,2.9
Lenovo,Gaming,Intel,8,3.1,NVIDIA,NVIDIA RTX,16,512.0,13.3,2477,12450,8461,1840,4.6
HP,Basic,Intel,4,1.8,Intel,Intel UHD,4,128.0,16.0,739,480,583,368,1.58
Apple,Student,AMD,4,2.3,AMD,AMD Radeon,16,512.0,15.6,909,1079,1011,814,1.24
MSI,Student,Intel,6,2.2,Intel,Intel UHD,8,512.0,14.0,1333,1361,1349,817,1.65
ASUS,Student,Intel,6,2.3,AMD,AMD Radeon,8,512.0,15.6,1397,1239,1302,744,1.75
Lenovo,Gaming,Intel,12,4.1,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,4947,9526,7694,1100,6.99
ASUS,Basic,Intel,2,2.7,Intel,Intel Iris Xe,8,256.0,14.0,543,355,430,171,2.51
Dell,Gaming,Intel,8,3.8,AMD,AMD Radeon,16,1024.0,15.6,3050,6689,5233,2700,1.94
Dell,Basic,Intel,4,2.5,AMD,AMD Radeon,4,128.0,15.6,988,234,536,318,1.69
HP,Student,AMD,4,2.3,Intel,Intel UHD,8,512.0,16.0,921,1216,1098,629,1.75
ASUS,Gaming,Intel,16,5.5,NVIDIA,NVIDIA RTX,16,1024.0,14.0,8742,10355,9710,1473,6.59
Razer,Professional,Intel,8,2.7,NVIDIA,NVIDIA GeForce,16,512.0,16.0,2171,3905,3211,1809,1.78
Acer,Gaming,Intel,8,3.8,AMD,AMD Radeon,16,512.0,15.6,3040,6422,5069,2492,2.03
ASUS,Student,Intel,4,2.1,AMD,AMD Radeon,8,256.0,15.6,850,1205,1063,588,1.81
Lenovo,Gaming,Intel,12,4.9,NVIDIA,NVIDIA GeForce,16,1024.0,13.3,5853,6380,6169,1651,3.74
HP,Gaming,Intel,16,4.5,NVIDIA,NVIDIA RTX,16,512.0,16.0,7137,12728,10491,2767,3.79
Dell,Gaming,Intel,12,4.8,AMD,AMD Radeon,16,512.0,14.0,5762,13947,10673,3052,3.5
Lenovo,Professional,Intel,8,4.2,NVIDIA,NVIDIA GeForce,32,512.0,14.0,3396,1267,2119,2029,1.04
Dell,Professional,Intel,6,3.8,NVIDIA,NVIDIA GeForce,32,512.0,14.0,2305,2403,2364,852,2.77
Lenovo,Professional,AMD,6,2.6,AMD,AMD Radeon,32,512.0,15.6,1548,1936,1781,2363,0.75
HP,Basic,Intel,2,2.1,AMD,AMD Radeon,4,256.0,17.3,424,722,603,434,1.39
Lenovo,Student,Intel,4,2.8,AMD,AMD Radeon,8,512.0,13.3,1138,1253,1207,582,2.07
Apple,Basic,AMD,4,1.8,AMD,AMD Radeon,8,256.0,13.3,726,257,445,254,1.75
HP,Basic,AMD,4,2.6,AMD,AMD Radeon,8,128.0,15.6,1053,386,653,231,2.83
Dell,Gaming,Intel,12,3.1,NVIDIA,NVIDIA RTX,32,512.0,14.0,3702,9553,7213,1424,5.07
ASUS,Student,AMD,6,3.0,AMD,AMD Radeon,16,512.0,14.0,1778,730,1149,711,1.62
Dell,Student,Intel,6,2.3,AMD,AMD Radeon,8,256.0,15.6,1386,1344,1361,708,1.92
Dell,Gaming,AMD,12,4.2,NVIDIA,NVIDIA RTX,16,1024.0,15.6,4993,14560,10733,1599,6.71
ASUS,Basic,Intel,2,2.3,AMD,AMD Radeon,4,256.0,16.0,451,322,373,335,1.11
HP,Basic,Intel,2,1.7,Intel,Intel Iris Xe,4,256.0,15.6,346,393,374,282,1.33
Lenovo,Gaming,AMD,8,3.6,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,2903,9387,6793,2391,2.84
HP,Basic,Intel,2,1.9,Intel,Intel Iris Xe,4,128.0,17.3,386,375,379,337,1.12
Dell,Basic,AMD,2,2.5,Intel,Intel Iris Xe,8,128.0,13.3,500,784,670,171,3.92
ASUS,Professional,Intel,6,3.4,AMD,AMD Radeon,32,512.0,14.0,2037,2232,2154,2343,0.92
Lenovo,Student,Intel,4,2.5,AMD,AMD Radeon,8,256.0,17.3,1008,830,901,610,1.48
