Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Perf_Per_Core,RAM_Storage_Ratio,GPU_Weight,CPU_Cores_scaled,CPU_Frequency_GHz_scaled,RAM_GB_scaled,Storage_GB_scaled,CPU_Performance_Score_scaled,GPU_Performance_Score_scaled,Overall_Performance_Score_scaled,Price_USD_scaled,Price_Performance_Ratio_scaled,Perf_Per_Core_scaled,RAM_Storage_Ratio_scaled,GPU_Weight_scaled
Acer,Student,AMD,4,2.0,AMD,AMD Radeon,8,512.0,16.0,806,1130,1000,960,1.04,250.0,1.56,0.584,-0.6894491538759353,-1.2087803667337007,-0.6911193813549762,-0.08871868605736126,-0.8185975738834292,-0.4980950537676665,-0.5994488290691962,-0.23641747110183872,-0.8934781996429167,-0.445465247304492,-0.9492766384969085,0.672549623261209
ASUS,Gaming,Intel,16,4.5,NVIDIA,NVIDIA RTX,32,512.0,15.6,7227,6072,6534,1345,4.86,408.4,6.25,0.457,2.6912393113447095,1.5591759578646003,1.8074669186404184,-0.08871868605736126,2.902595525133001,0.8081024854609012,1.3563899981343084,0.17559086167623797,2.121849153519047,0.23988545579109719,1.9157057555432102,-0.22402907152143067
Acer,Professional,Intel,8,3.3,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2674,2853,2782,840,3.31,347.8,1.56,0.516,0.43744700119761293,0.23055692205741557,0.14174271864348867,1.1402847571614947,0.2639734756357565,-0.042696761559891855,0.03034965124823164,-0.36483565274695356,0.8983524526287212,-0.022313108650775845,-0.9492766384969085,0.1924917394405832
Lenovo,Gaming,Intel,12,4.2,NVIDIA,NVIDIA RTX,16,1024.0,17.3,5046,10392,8253,1533,5.38,687.8,1.56,0.673,1.5643431562711612,1.2270211989128044,0.14174271864348867,1.1402847571614947,1.6386300759888124,1.9499020341188156,1.9639228756122311,0.3767793462535845,2.5323125628499943,1.448767945973595,-0.9492766384969085,1.3008606770852644
Lenovo,Professional,Intel,6,3.7,NVIDIA,NVIDIA GeForce,32,512.0,17.3,2211,2705,2507,2140,1.17,417.8,6.25,0.55,-0.12600107633916122,0.6734299339931441,1.8074669186404184,-0.08871868605736126,-0.004351147451707624,-0.08181396831946855,-0.06684147225754425,1.0263613150751236,-0.7908623473101798,0.280556520242477,1.9157057555432102,0.4325206813508965
Dell,Gaming,Intel,12,4.1,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,4939,11073,8619,3855,2.24,718.2,3.12,0.692,1.5643431562711612,1.1163029459288716,1.8074669186404184,1.1402847571614947,1.5766198499189235,2.129894046303084,2.0932754254417367,2.8616711610865564,0.053745052659270875,1.5802998990929509,0.003681258028163031,1.4349944975645563
HP,Student,AMD,4,3.2,AMD,AMD Radeon,8,512.0,13.3,1268,981,1096,650,1.69,274.0,1.56,0.436,-0.6894491538759353,0.11983866907348392,-0.6911193813549762,-0.08871868605736126,-0.5508524856190482,-0.5374765659783214,-0.565520291408998,-0.5681644403517186,-0.3803989379792319,-0.3416242316839482,-0.9492766384969085,-0.3722822415248595
Dell,Professional,Intel,8,4.3,AMD,AMD Radeon,32,1024.0,15.6,3460,2453,2856,915,3.12,357.0,3.12,0.415,0.43744700119761293,1.337739451896736,1.8074669186404184,1.1402847571614947,0.7194878465790542,-0.14841894199118022,0.0565028990279677,-0.28457428921875677,0.7483754376808749,0.017492614003765908,0.003681258028163031,-0.5205354115282883
HP,Professional,AMD,6,3.7,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2240,1948,2065,2274,0.91,344.2,3.12,0.465,-0.12600107633916122,0.6734299339931441,1.8074669186404184,1.1402847571614947,0.012455362417701576,-0.2818931947856818,-0.22305411440137313,1.1697616179121686,-0.9960940519756536,-0.03788926099385752,0.003681258028163031,-0.16755167342488636
MSI,Gaming,AMD,12,5.2,AMD,AMD Radeon,16,2048.0,15.6,6240,6428,6353,1295,4.91,529.4,0.78,0.507,1.5643431562711612,2.334203728752125,0.14174271864348867,3.598291643599207,2.330594654750005,0.902195226044748,1.2924205677541432,0.12208328599077346,2.161316789031638,0.7634172428780057,-1.4257555867594445,0.12895466658197086
Acer,Basic,AMD,2,1.6,AMD,AMD Radeon,4,128.0,15.6,330,383,361,324,1.11,180.5,3.12,0.537,-1.2528972314127096,-1.6516533786694287,-1.1075504313542086,-1.0104712684715034,-1.0944561496709733,-0.6955312257230976,-0.8252856578698899,-0.9170338338209473,-0.838223509925289,-0.7461715217056502,0.003681258028163031,0.34074490944401203
Razer,Gaming,AMD,12,3.7,NVIDIA,NVIDIA RTX,32,1024.0,15.6,4470,9984,7778,3858,2.02,648.2,3.12,0.691,1.5643431562711612,0.6734299339931441,1.8074669186404184,1.1402847571614947,1.3048180178929607,1.8420654100789013,1.7960472986477092,2.864881615627684,-0.11991254359613031,1.277430270199698,0.003681258028163031,1.4279348228024884
Lenovo,Student,Intel,6,3.4,Intel,Intel UHD,8,512.0,17.3,2066,758,1281,904,1.42,213.5,1.56,0.268,-0.12600107633916122,0.3412751750413477,-0.6911193813549762,-0.08871868605736126,-0.08838369679875363,-0.5964166815687647,-0.5001371719596578,-0.296345955869559,-0.5935241697472241,-0.6033901252274024,-0.9492766384969085,-1.5583076015522888
ASUS,Basic,AMD,2,2.1,AMD,AMD Radeon,4,512.0,17.3,414,229,303,255,1.19,151.5,0.78,0.356,-1.2528972314127096,-1.0980621137497686,-1.1075504313542086,-0.08871868605736126,-1.045775224531995,-0.7362342651891436,-0.8457841493729262,-0.9908742882668883,-0.7750752931051433,-0.8716460822471407,-1.4257555867594445,-0.9370562224903022
Dell,Student,Intel,6,2.1,Intel,Intel UHD,8,512.0,16.0,1285,726,950,740,1.28,158.3,1.56,0.361,-0.12600107633916122,-1.0980621137497686,-0.6911193813549762,-0.08871868605736126,-0.5410003936266359,-0.6048744560032677,-0.6171199424338827,-0.47185080411788255,-0.7040335491824792,-0.8422244611546532,-0.9492766384969085,-0.901757848679962
Apple,Professional,Intel,12,3.5,NVIDIA,NVIDIA RTX,16,1024.0,17.3,4167,1994,2863,1009,2.84,238.6,1.56,0.324,1.5643431562711612,0.4519934280252798,0.14174271864348867,1.1402847571614947,1.1292189664987888,-0.2697351440360836,0.05897685489902381,-0.18398004693008352,0.5273566788103643,-0.49478972972425034,-0.9492766384969085,-1.162965814876479
ASUS,Professional,AMD,6,4.1,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,2447,2584,2529,1367,1.85,421.5,1.56,0.514,-0.12600107633916122,1.1163029459288716,0.14174271864348867,1.1402847571614947,0.1324190707958983,-0.11379492789993328,-0.05906618237708218,0.19913419497784235,-0.25410250433894016,0.29656534348397745,-0.9492766384969085,0.17837238991644713
Apple,Basic,AMD,4,2.3,AMD,AMD Radeon,4,128.0,17.3,902,774,826,412,2.0,206.5,3.12,0.462,-0.6894491538759353,-0.8766256077819048,-1.1075504313542086,-1.0104712684715034,-0.762962230867454,-0.5921877943515131,-0.6609443035783052,-0.8228605006145298,-0.13569959780116678,-0.6336770881167277,0.003681258028163031,-0.1887306977110905
Lenovo,Student,Intel,4,2.8,Intel,Intel Iris Xe,8,256.0,15.6,1136,1337,1257,838,1.5,314.2,3.12,0.541,-0.6894491538759353,-0.32303434286224464,-0.6911193813549762,-0.7032204076667893,-0.6273510822660142,-0.4433838253944748,-0.5086193063747074,-0.36697595577437214,-0.5303759529270782,-0.1676905305195373,0.003681258028163031,0.3689836084922842
Lenovo,Professional,AMD,6,3.8,NVIDIA,NVIDIA RTX,16,512.0,15.6,2270,3508,3013,1048,2.88,502.2,3.12,0.607,-0.12600107633916122,0.7841481869770758,0.14174271864348867,-0.08871868605736126,0.02984140711019385,0.13042330889634285,0.11199019499308338,-0.1422441378954212,0.5589307872204372,0.6457307585080561,0.003681258028163031,0.834922142788774
Dell,Gaming,Intel,8,3.2,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,2586,6852,5145,2446,2.1,643.1,1.56,0.726,0.43744700119761293,0.11983866907348392,0.14174271864348867,1.1402847571614947,0.21297441120444582,1.0142607373019137,0.8654864688633168,1.3538276782701664,-0.05676432677598442,1.2553640543803324,-0.9492766384969085,1.6750234394748698
Acer,Basic,Intel,2,1.7,Intel,Intel UHD,8,128.0,14.0,331,276,298,307,0.97,149.0,6.25,0.455,-1.2528972314127096,-1.5409351256854968,-0.6911193813549762,-1.0104712684715034,-1.0938766148478902,-0.7238119089884671,-0.8475512607093949,-0.9352264095540052,-0.9487328893605443,-0.882462854707614,1.9157057555432102,-0.23814842104556677
HP,Gaming,Intel,8,4.6,NVIDIA,NVIDIA RTX,16,512.0,14.0,3702,7850,6191,3523,1.76,773.9,3.12,0.68,0.43744700119761293,1.669894210848532,0.14174271864348867,-0.08871868605736126,0.8597352737651585,1.278037577477978,1.235166160452559,2.506380858535072,-0.32514424826160426,1.821297589512296,0.003681258028163031,1.3502784004197408
Lenovo,Basic,Intel,2,2.2,Intel,Intel Iris Xe,4,256.0,16.0,445,471,461,437,1.05,230.5,1.56,0.514,-1.2528972314127096,-0.9873438607658365,-1.1075504313542086,-0.7032204076667893,-1.0278096450164196,-0.6722723460282141,-0.7899434311405168,-0.7961067127717975,-0.8855846725403984,-0.5298360724961839,-0.9492766384969085,0.17837238991644713
Dell,Gaming,AMD,8,5.4,AMD,AMD Radeon,32,512.0,15.6,4351,14364,10359,1851,5.6,1294.9,6.25,0.768,0.43744700119761293,2.555640234719989,1.8074669186404184,-0.08871868605736126,1.2358533739460746,2.999723285801509,2.7082301705328278,0.7170875276131388,2.7059701591053953,4.075512970274936,1.9157057555432102,1.9715297794817273
Acer,Professional,Intel,6,4.3,AMD,AMD Radeon,16,1024.0,15.6,2585,2043,2260,2176,1.04,376.7,1.56,0.441,-0.12600107633916122,1.337739451896736,0.14174271864348867,1.1402847571614947,0.21239487638136276,-0.2567841769332508,-0.15413677227909567,1.0648867695686581,-0.8934781996429167,0.10272878099229558,-0.9492766384969085,-0.3369838677145193
HP,Student,Intel,4,3.0,Intel,Intel UHD,8,512.0,15.6,1211,683,894,530,1.69,223.5,1.56,0.361,-0.6894491538759353,-0.10159783689438036,-0.6911193813549762,-0.08871868605736126,-0.5838859705347835,-0.6162395903996313,-0.6369115894023315,-0.6965826219968335,-0.3803989379792319,-0.5601230353855091,-0.9492766384969085,-0.901757848679962
Razer,Professional,Intel,8,4.3,AMD,AMD Radeon,32,1024.0,15.6,3403,2521,2874,1888,1.52,359.2,3.12,0.426,0.43744700119761293,1.337739451896736,1.8074669186404184,1.1402847571614947,0.6864543616633189,-0.1304461713178612,0.06286449983925485,0.7566831336203825,-0.5145888987220417,0.027011373768982376,0.003681258028163031,-0.44287898914553986
Lenovo,Basic,AMD,2,2.0,AMD,AMD Radeon,4,256.0,15.6,392,628,533,392,1.36,266.5,1.56,0.616,-1.2528972314127096,-1.2087803667337007,-1.1075504313542086,-0.7032204076667893,-1.0585249906398226,-0.6307763902089334,-0.7644970278953682,-0.8442635308887155,-0.6408853323623334,-0.37407454906536813,-0.9492766384969085,0.8984592156473863
Apple,Basic,Intel,2,1.7,AMD,AMD Radeon,4,128.0,17.3,341,674,541,523,1.03,270.5,3.12,0.664,-1.2528972314127096,-1.5409351256854968,-1.1075504313542086,-1.0104712684715034,-1.0880812666170596,-0.6186183394593352,-0.7616696497570185,-0.7040736825927986,-0.901371726745435,-0.35676771312861083,0.003681258028163031,1.2373236042266522
Apple,Student,Intel,4,3.0,Intel,Intel Iris Xe,16,512.0,14.0,1191,753,928,647,1.43,232.0,3.12,0.387,-0.6894491538759353,-0.10159783689438036,0.14174271864348867,-0.08871868605736126,-0.595476666996445,-0.5977382088241558,-0.6248952323143447,-0.5713748948928465,-0.5856306426447059,-0.5233460090198999,0.003681258028163031,-0.718206304866193
Dell,Professional,Intel,8,4.0,NVIDIA,NVIDIA GeForce,16,512.0,16.0,3205,2196,2599,2325,1.12,324.9,3.12,0.407,0.43744700119761293,1.0055846929449401,0.14174271864348867,-0.08871868605736126,0.5717064666928698,-0.216345442918283,-0.03432662366652104,1.2243393451113422,-0.8303299828227708,-0.12139474438871156,0.003681258028163031,-0.5770128096248326
Acer,Basic,Intel,4,2.1,Intel,Intel UHD,4,256.0,16.0,847,331,537,235,2.29,134.2,1.56,0.281,-0.6894491538759353,-1.0980621137497686,-1.1075504313542086,-0.7032204076667893,-0.7948366461370231,-0.709275109179165,-0.7630833388261933,-1.012277318541074,0.09321268817186187,-0.9464981476736161,-0.9492766384969085,-1.4665318296454042
ASUS,Gaming,AMD,12,4.8,NVIDIA,NVIDIA GeForce,32,512.0,15.6,5750,8421,7353,3866,1.9,612.8,6.25,0.594,1.5643431562711612,1.8913307168163962,1.8074669186404184,-0.08871868605736126,2.0466225914392977,1.4289559900436422,1.6458428350478738,2.8734428277373585,-0.21463486882634913,1.1242647721593955,1.9157057555432102,0.7431463708818894
Dell,Professional,Intel,6,3.2,NVIDIA,NVIDIA RTX,32,512.0,13.3,1915,1124,1440,1041,1.38,240.0,6.25,0.37,-0.12600107633916122,0.11983866907348392,1.8074669186404184,-0.08871868605736126,-0.17589345508429807,-0.49968088647413583,-0.4439430314599547,-0.14973519849138622,-0.625098278157297,-0.48873233714638525,1.9157057555432102,-0.8382207758213497
Lenovo,Basic,Intel,2,2.8,AMD,AMD Radeon,4,128.0,15.6,552,522,534,385,1.39,267.0,3.12,0.486,-1.2528972314127096,-0.32303434286224464,-1.1075504313542086,-1.0104712684715034,-0.9657994189465305,-0.6587927680232248,-0.7641436056280745,-0.8517545914846806,-0.6172047510547788,-0.3719111945732735,0.003681258028163031,-0.019298503421457953
MSI,Gaming,Intel,16,4.0,NVIDIA,NVIDIA GeForce,32,2048.0,14.0,6344,10774,9002,2468,3.65,562.6,1.56,0.629,2.6912393113447095,1.0055846929449401,1.8074669186404184,3.598291643599207,2.390866276350645,2.050866716430696,2.2286361538152355,1.3773710115717708,1.166732374114341,0.9070639811530915,-0.9492766384969085,0.9902349875542708
HP,Student,Intel,4,3.5,AMD,AMD Radeon,16,512.0,16.0,1394,1072,1201,877,1.37,300.2,3.12,0.435,-0.6894491538759353,0.4519934280252798,0.14174271864348867,-0.08871868605736126,-0.4778310979105806,-0.5134247699302034,-0.5284109533431562,-0.3252400467397098,-0.6329918052598151,-0.22826445629818787,0.003681258028163031,-0.37934191628692754
Acer,Basic,Intel,2,2.4,Intel,Intel Iris Xe,8,128.0,15.6,482,233,332,358,0.93,166.0,6.25,0.326,-1.2528972314127096,-0.7659073547979727,-0.6911193813549762,-1.0104712684715034,-1.0063668565623458,-0.7351770433848307,-0.835534903621408,-0.8806486823548314,-0.9803069977706171,-0.8089088019763955,1.9157057555432102,-1.148846465352343
HP,Student,Intel,6,3.0,Intel,Intel Iris Xe,8,256.0,14.0,1791,1422,1570,381,4.12,261.7,3.12,0.443,-0.12600107633916122,-0.10159783689438036,-0.6911193813549762,-0.7032204076667893,-0.2477557731465995,-0.420917862052826,-0.3979981367117697,-0.8560351975395177,1.5377281479326979,-0.39484275218947695,0.003681258028163031,-0.3228645181903832
ASUS,Student,Intel,4,2.0,Intel,Intel Iris Xe,16,256.0,16.0,807,833,822,936,0.88,205.5,6.25,0.508,-0.6894491538759353,-1.2087803667337007,0.14174271864348867,-0.7032204076667893,-0.8180180390603462,-0.5765937727378981,-0.6623579926474802,-0.2621011074308617,-1.0197746332832085,-0.638003797100917,1.9157057555432102,0.1360143413440389
ASUS,Professional,Intel,8,3.0,AMD,AMD Radeon,32,1024.0,13.3,2435,3569,3116,2208,1.41,389.5,3.12,0.594,0.43744700119761293,-0.10159783689438036,1.8074669186404184,1.1402847571614947,0.12546465291890138,0.14654594141211433,0.14839268852433762,1.0991316180073554,-0.6014176968497423,0.15811065598991902,0.003681258028163031,0.7431463708818894
ASUS,Student,Intel,4,2.2,AMD,AMD Radeon,8,256.0,17.3,869,1290,1121,439,2.55,280.2,3.12,0.597,-0.6894491538759353,-0.9873438607658365,-0.6911193813549762,-0.7032204076667893,-0.7820868800291955,-0.4558061815951512,-0.5566847347266547,-0.7939664097443789,0.29844439283733565,-0.3147986359819744,0.003681258028163031,0.7643253951680935
Dell,Gaming,Intel,8,3.8,AMD,AMD Radeon,16,512.0,16.0,3062,5443,4491,2144,2.09,561.4,3.12,0.64,0.43744700119761293,0.7841481869770758,0.14174271864348867,-0.08871868605736126,0.48883298699198996,0.6418543567327003,0.634348306053217,1.0306419211299607,-0.06465785387850283,0.9018719303720641,0.003681258028163031,1.0678914099370191
ASUS,Basic,Intel,4,2.7,Intel,Intel UHD,4,128.0,15.6,1092,211,563,494,1.14,140.8,3.12,0.162,-0.6894491538759353,-0.43375259584617626,-1.1075504313542086,-1.0104712684715034,-0.6528506144816695,-0.7409917633085515,-0.7538943598765563,-0.7351080764903679,-0.8145429286177345,-0.9179418683779664,0.003681258028163031,-2.3066331263315
Acer,Student,Intel,4,3.5,Intel,Intel UHD,16,512.0,15.6,1395,657,953,847,1.13,238.2,3.12,0.32,-0.6894491538759353,0.4519934280252798,0.14174271864348867,-0.08871868605736126,-0.47725156308749755,-0.623111532127665,-0.6160596756320015,-0.3573445921509885,-0.8224364557202527,-0.4965204133179261,0.003681258028163031,-1.1912045139247511
MSI,Basic,Intel,2,2.0,Intel,Intel UHD,4,128.0,15.6,399,318,350,364,0.96,175.0,3.12,0.444,-1.2528972314127096,-1.2087803667337007,-1.1075504313542086,-1.0104712684715034,-1.0544682468782411,-0.712711080043182,-0.8291733028101209,-0.8742277732725756,-0.9566264164630626,-0.7699684211186915,0.003681258028163031,-0.31580484342831516
Acer,Basic,AMD,2,2.7,Intel,Intel Iris Xe,4,256.0,15.6,547,690,633,247,2.56,316.5,1.56,0.558,-1.2528972314127096,-0.43375259584617626,-1.1075504313542086,-0.7032204076667893,-0.9686970930619458,-0.6143894522420837,-0.7291548011659952,-0.9994355003765626,0.30633791993985404,-0.15773909985590182,-0.9492766384969085,0.48899807944744084
Lenovo,Student,AMD,6,2.4,Intel,Intel Iris Xe,8,256.0,13.3,1461,611,951,434,2.19,158.5,3.12,0.295,-0.12600107633916122,-0.7659073547979727,-0.6911193813549762,-0.7032204076667893,-0.43900226476401455,-0.6352695828772632,-0.616766520166589,-0.7993171673129253,0.014277417146679522,-0.8413591193578154,0.003681258028163031,-1.3676963829764521
Apple,Gaming,Intel,8,5.1,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,4062,6042,5250,1389,3.78,656.2,3.12,0.598,0.43744700119761293,2.223485475768192,1.8074669186404184,1.1402847571614947,1.0683678100750658,0.8001733219285546,0.9025958069291585,0.22267752827944673,1.2693482264470777,1.3120439420732126,0.003681258028163031,0.7713850699301615
Lenovo,Basic,Intel,2,1.6,Intel,Intel UHD,4,128.0,14.0,328,507,436,288,1.51,218.0,3.12,0.607,-1.2528972314127096,-1.6516533786694287,-1.1075504313542086,-1.0104712684715034,-1.0956152193171396,-0.6627573497893982,-0.7987789878228602,-0.9555592883144817,-0.52248242582456,-0.5839199347985504,0.003681258028163031,0.834922142788774
Lenovo,Gaming,AMD,16,4.9,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,7800,8843,8426,3526,2.39,526.6,1.56,0.531,2.6912393113447095,2.0020489698003288,0.14174271864348867,1.1402847571614947,3.2346689787596032,1.5404928903986514,2.0250649278540465,2.5095913130761995,0.17214795919704423,0.7513024577222758,-0.9492766384969085,0.29838686087160377
Acer,Basic,Intel,2,2.2,Intel,Intel Iris Xe,8,512.0,15.6,446,680,586,346,1.69,293.0,1.56,0.604,-1.2528972314127096,-0.9873438607658365,-0.6911193813549762,-0.08871868605736126,-1.0272301101933365,-0.6170325067528659,-0.7457656477288005,-0.8934905005193429,-0.3803989379792319,-0.25941676098435096,-0.9492766384969085,0.8137431185025699
Acer,Professional,AMD,8,3.0,NVIDIA,NVIDIA RTX,32,512.0,16.0,2424,2635,2551,1665,1.53,318.9,6.25,0.521,0.43744700119761293,-0.10159783689438036,1.8074669186404184,-0.08871868605736126,0.11908976986498754,-0.10031534989494402,-0.051290892496620104,0.5180393460632108,-0.5066953716195235,-0.14735499829384752,1.9157057555432102,0.22779011325092338
Acer,Professional,AMD,6,4.0,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,2405,3254,2914,2214,1.32,485.7,3.12,0.575,-0.12600107633916122,1.0055846929449401,1.8074669186404184,1.1402847571614947,0.10807860822640909,0.06328972432247473,0.07700139053100406,1.1055525270896112,-0.6724594407724063,0.5743400602689321,0.003681258028163031,0.6090125504025967
ASUS,Gaming,Intel,8,3.4,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,2694,9641,6862,2858,2.4,857.8,3.12,0.782,0.43744700119761293,0.3412751750413477,1.8074669186404184,1.1402847571614947,0.275564172097418,1.7514086403590716,1.472312501806652,1.7947301019183939,0.1800414862995623,2.1843084732857805,0.003681258028163031,2.0703652261506797
Lenovo,Basic,AMD,4,1.8,Intel,Intel UHD,8,256.0,15.6,709,644,670,371,1.81,167.5,3.12,0.476,-0.6894491538759353,-1.4302168727015647,-0.6911193813549762,-0.7032204076667893,-0.8748124517224876,-0.6265475029916818,-0.7160781772761272,-0.8667367126766106,-0.28567661274901307,-0.8024187385001115,0.003681258028163031,-0.08989525104213834
Dell,Student,Intel,6,3.3,Intel,Intel Iris Xe,8,256.0,15.6,1960,1444,1651,868,1.9,275.2,3.12,0.424,-0.12600107633916122,0.23055692205741557,-0.6911193813549762,-0.7032204076667893,-0.14981438804555966,-0.41510314212910515,-0.36937093306097757,-0.3348714103630934,-0.21463486882634913,-0.33643218090292104,0.003681258028163031,-0.45699833866967593
Lenovo,Gaming,Intel,16,5.2,AMD,AMD Radeon,32,1024.0,15.6,8243,14439,11961,1688,7.09,747.6,3.12,0.637,2.6912393113447095,2.334203728752125,1.8074669186404184,1.1402847571614947,3.491402905385406,3.0195461946323756,3.274412642737384,0.5426528308785245,3.8821056973806116,1.707505143228117,0.003681258028163031,1.0467123856508151
Lenovo,Basic,Intel,2,1.6,Intel,Intel UHD,4,128.0,13.3,322,416,378,357,1.06,189.0,3.12,0.564,-1.2528972314127096,-1.6516533786694287,-1.1075504313542086,-1.0104712684715034,-1.099092428255638,-0.6868091458375163,-0.8192774793258965,-0.8817188338685407,-0.8776911454378802,-0.709394495340041,0.003681258028163031,0.5313561280198482
Acer,Professional,AMD,12,4.0,AMD,AMD Radeon,32,512.0,15.6,4768,1519,2819,876,3.22,234.9,6.25,0.242,1.5643431562711612,1.0055846929449401,1.8074669186404184,-0.08871868605736126,1.4775193951717174,-0.3952802332982386,0.04342627513809967,-0.3263101982534191,0.8273107087060573,-0.5107985529657508,1.9157057555432102,-1.7418591453660577
Lenovo,Gaming,Intel,12,3.2,AMD,AMD Radeon,32,2048.0,15.6,3886,13680,9763,2743,3.56,813.6,1.56,0.779,1.5643431562711612,0.11983866907348392,1.8074669186404184,3.598291643599207,0.9663696812124445,2.818938357264006,2.497590499225764,1.6716626778418255,1.095690630191677,1.9930679361846124,-0.9492766384969085,2.049186201864476
Acer,Professional,AMD,6,3.9,AMD,AMD Radeon,16,512.0,17.3,2345,1852,2050,1619,1.27,341.7,3.12,0.441,-0.12600107633916122,0.8948664399610079,0.14174271864348867,-0.08871868605736126,0.07330651884142454,-0.307266518089191,-0.2283554484107791,0.46881237643258344,-0.7119270762849974,-0.04870603345433083,0.003681258028163031,-0.3369838677145193
Acer,Basic,Intel,4,2.4,Intel,Intel UHD,4,512.0,16.0,949,280,547,383,1.43,136.8,0.78,0.228,-0.6894491538759353,-0.7659073547979727,-1.1075504313542086,-0.08871868605736126,-0.7357240941825494,-0.7227546871841543,-0.759549116153256,-0.8538948945120991,-0.5856306426447059,-0.9352487043147237,-1.4257555867594445,-1.8406945920350104
ASUS,Basic,Intel,2,1.7,Intel,Intel UHD,8,128.0,17.3,335,522,447,531,0.84,223.5,6.25,0.609,-1.2528972314127096,-1.5409351256854968,-0.6911193813549762,-1.0104712684715034,-1.091558475555558,-0.6587927680232248,-0.7948913428826291,-0.6955124704831241,-1.0513487416932814,-0.5601230353855091,1.9157057555432102,0.84904149231291
Lenovo,Basic,Intel,2,2.2,Intel,Intel Iris Xe,4,128.0,15.6,447,308,363,330,1.1,181.5,3.12,0.408,-1.2528972314127096,-0.9873438607658365,-1.1075504313542086,-1.0104712684715034,-1.0266505753702535,-0.7153541345539641,-0.8245788133353025,-0.9106129247386915,-0.8461170370278073,-0.7418448127214609,0.003681258028163031,-0.5699531348627646
Lenovo,Professional,Intel,8,2.6,NVIDIA,NVIDIA GeForce,16,1024.0,13.3,2052,2152,2112,1580,1.34,264.0,1.56,0.512,0.43744700119761293,-0.5444708488301084,0.14174271864348867,1.1402847571614947,-0.09649718432191669,-0.22797488276572472,-0.20644326783856778,0.42707646739792116,-0.6566723865673698,-0.38489132152584143,-0.9492766384969085,0.16425304039231103
Dell,Student,Intel,6,2.4,AMD,AMD Radeon,16,256.0,16.0,1434,913,1121,712,1.57,186.8,6.25,0.389,-0.12600107633916122,-0.7659073547979727,0.14174271864348867,-0.7032204076667893,-0.4546497049872576,-0.5554493366516404,-0.5566847347266547,-0.5018150465017427,-0.4751212632094506,-0.7189132551052574,1.9157057555432102,-0.7040869553420569
Acer,Basic,Intel,2,1.6,AMD,AMD Radeon,4,128.0,17.3,326,462,408,272,1.5,204.0,3.12,0.586,-1.2528972314127096,-1.6516533786694287,-1.1075504313542086,-1.0104712684715034,-1.0967742889633056,-0.6746510950879181,-0.8086748113070845,-0.9726817125338303,-0.5303759529270782,-0.644493860577201,0.003681258028163031,0.6866689727853451
ASUS,Gaming,AMD,8,4.5,AMD,AMD Radeon,16,1024.0,15.6,3640,5067,4496,3971,1.13,562.0,1.56,0.582,0.43744700119761293,1.5591759578646003,0.14174271864348867,1.1402847571614947,0.8238041147340078,0.5424755071272893,0.6361154173896857,2.9858087366768338,-0.8224364557202527,0.9044679557625778,-0.9492766384969085,0.658430273737073
MSI,Professional,AMD,6,3.6,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2162,1852,1976,1167,1.69,329.3,6.25,0.461,-0.12600107633916122,0.562711681009212,1.8074669186404184,-0.08871868605736126,-0.03274835378277834,-0.307266518089191,-0.25450869619051514,-0.014896107764015674,-0.3803989379792319,-0.10235722485827839,1.9157057555432102,-0.19579037247315853
Apple,Professional,AMD,8,3.3,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,2646,3958,3433,1059,3.24,429.1,3.12,0.599,0.43744700119761293,0.23055692205741557,1.8074669186404184,1.1402847571614947,0.24774650058943037,0.24936076188154227,0.2604275472564502,-0.130472471244619,0.8430977629110937,0.32944833176381644,0.003681258028163031,0.7784447446922296
Dell,Basic,Intel,4,2.6,AMD,AMD Radeon,8,256.0,17.3,1038,456,689,504,1.37,172.2,3.12,0.305,-0.6894491538759353,-0.5444708488301084,-0.6911193813549762,-0.7032204076667893,-0.6841454949281556,-0.6762369277943874,-0.7093631541975463,-0.7244065613532751,-0.6329918052598151,-0.7820832062744216,0.003681258028163031,-1.2970996353557718
Razer,Professional,Intel,6,4.3,AMD,AMD Radeon,16,1024.0,15.6,2602,2977,2827,1012,2.79,471.2,1.56,0.534,-0.12600107633916122,1.337739451896736,0.14174271864348867,1.1402847571614947,0.22224696837377506,-0.009922885626192464,0.046253653276449515,-0.18076959238895565,0.48788904329777333,0.5116027799981869,-0.9492766384969085,0.31956588515780787
